id,name,image,symbol,companyName,founded,price,beta,volAvg,mktCap,lastDiv,range,changes,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
51,MediaMarktSaturn,MediaMarktSaturn_image.png,NONE,MediaMarktSaturn,1979,,,,,,,,,,,,,,,,"MediaMarktSaturn ist ein europäischer Einzelhändler für Unterhaltungselektronik mit Hauptsitz in Ingolstadt, Deutschland. Das Unternehmen betreibt eine Vielzahl von Elektronikfachmärkten unter den Marken MediaMarkt und Saturn. MediaMarktSaturn ist bekannt für sein breites Sortiment an Produkten, von Fernsehern und Smartphones bis hin zu Haushaltsgeräten und Unterhaltungselektronik. Mit einer langen Geschichte in der Branche hat sich das Unternehmen als einer der führenden Elektronikhändler in Europa etabliert.",Ferran Reverter,,,,,,,,,,,,False,False,False,False,False
52,Ceconomy,Ceconomy_image.png,CEC.DE,Ceconomy AG,2017,,,,,,,,,,,,,,,,"Ceconomy AG ist ein deutsches Unternehmen, das im Bereich des Einzelhandels tätig ist. Das Unternehmen entstand 2017 aus der Aufspaltung der Metro AG und ist spezialisiert auf den Verkauf von Unterhaltungselektronik und Haushaltsgeräten. Ceconomy ist einer der führenden Einzelhändler in Europa und betreibt verschiedene Einzelhandelsketten. Das Unternehmen hat eine starke Marktposition und ist bekannt für sein breites Sortiment und seine qualitativ hochwertigen Produkte.",Karin Sonnenmoser,,,,,,,,,,,,False,False,True,False,False
53,Siemens Healthineers,Siemens_Healthineers_image.png,SIEGY,Siemens Healthineers,1896,,,,,,,,,,,,,,,,"Siemens Healthineers ist ein führender Anbieter im Gesundheitswesen, spezialisiert auf medizinische Bildgebung, Labordiagnostik und digitale Gesundheit. Das Unternehmen hat eine lange Geschichte in der Medizintechnikbranche und ist bekannt für seine innovativen Lösungen und seine starke Marktposition. Siemens Healthineers bietet eine breite Palette von Produkten und Dienstleistungen an, die dazu beitragen, die Gesundheitsversorgung weltweit zu verbessern.",Bernd Montag,,,,,,,,,,,,False,False,True,False,False
54,ANWR,ANWR_image.png,NONE,ANWR,1975,,,,,,,,,,,,,,,,"ANWR ist ein deutscher Verbund von Schuhfachhändlern und gilt als einer der führenden Dienstleister in der Schuhbranche. Das Unternehmen bietet Einkaufs-, Marketing- und Logistikdienstleistungen für seine Mitglieder an. ANWR hat eine lange Geschichte in der Schuhbranche und ist bekannt für seine starke Marktposition und sein umfassendes Angebot an Dienstleistungen.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
55,Heidelberg Materials,Heidelberg_Materials_image.png,NONE,Heidelberg Materials,1995,,,,,,,,,,,,,,,,Heidelberg Materials ist ein führender Hersteller von innovativen Materiallösungen für verschiedene Branchen. Das Unternehmen wurde 1995 gegründet und hat sich seitdem durch qualitativ hochwertige Produkte und kontinuierliche Innovationen einen Namen gemacht. Mit einer starken Marktposition und einem Fokus auf Kundenzufriedenheit ist Heidelberg Materials ein wichtiger Akteur in der Materialindustrie.,Max Mustermann,,,,,,,,,,,,False,False,False,False,False
56,Merck,Merck_image.png,MRK,"Merck & Co., Inc.",1891,,,,,,,,,,,,,,,,"Merck & Co., Inc. ist ein weltweit führendes Pharmaunternehmen, das sich auf die Entwicklung von Arzneimitteln, Impfstoffen, Biologika und Tiergesundheitsprodukten konzentriert. Das Unternehmen hat eine lange Geschichte in der pharmazeutischen Industrie und ist bekannt für seine Innovationen und seine starke Marktposition. Merck & Co., Inc. ist in verschiedenen therapeutischen Bereichen tätig und hat sich einen Namen für seine Forschung und Entwicklung von Medikamenten gemacht.",Kenneth C. Frazier,,,,,,,,,,,,False,False,False,False,False
57,Bertelsmann,Bertelsmann_image.png,NONE,Bertelsmann,1835,,,,,,,,,,,,,,,,"Bertelsmann ist ein deutsches multinationales Unternehmen im Bereich Medien, Dienstleistungen und Bildung. Gegründet im Jahr 1835, hat sich Bertelsmann zu einem der größten Medienkonzerne der Welt entwickelt. Das Unternehmen ist bekannt für seine vielfältigen Aktivitäten in den Bereichen Verlagswesen, Fernsehen, Musik, Druckerei und digitale Medien. Bertelsmann hat eine starke Marktposition und ist international tätig.",Thomas Rabe,,,,,,,,,,,,False,False,False,False,False
58,Würth,Würth_image.png,NONE,Würth,1945,,,,,,,,,,,,,,,,"Die Würth-Gruppe ist ein international tätiges Handelsunternehmen, das sich auf Montage- und Befestigungsmaterial spezialisiert hat. Gegründet im Jahr 1945 von Adolf Würth in Künzelsau, Deutschland, hat sich das Unternehmen zu einem der weltweit führenden Anbieter in seinem Segment entwickelt. Mit einer breiten Produktpalette, einem starken Vertriebsnetz und einem Fokus auf Kundenzufriedenheit hat sich Würth eine solide Marktposition erarbeitet.",Reinhold Würth,,,,,,,,,,,,False,False,False,False,False
59,Fresenius Medical Care,Fresenius_Medical_Care_image.png,FME,Fresenius Medical Care,1996,,,,,,,,,,,,,,,,Fresenius Medical Care ist ein weltweit führender Anbieter von Produkten und Dienstleistungen für Menschen mit chronischem Nierenversagen. Das Unternehmen bietet Dialyseprodukte und -dienstleistungen für Patienten auf der ganzen Welt an. Mit einer starken Marktposition und langjähriger Erfahrung ist Fresenius Medical Care ein wichtiger Akteur im Gesundheitswesen.,Rice Powell,,,,,,,,,,,,False,False,False,False,False
60,Brenntag,Brenntag_image.png,BNTGY,Brenntag AG,1874,,,,,,,,,,,,,,,,"Brenntag ist ein deutsches Unternehmen, das sich auf die Distribution von Chemikalien und Inhaltsstoffen spezialisiert hat. Das Unternehmen hat eine lange Geschichte und ist einer der weltweit führenden Anbieter in seinem Bereich. Brenntag hat eine starke Marktposition und beliefert eine Vielzahl von Branchen mit einer breiten Palette von Produkten. Das Unternehmen legt Wert auf Qualität, Sicherheit und Nachhaltigkeit in seinen Geschäftspraktiken.",Christian Kohlpaintner,,,,,,,,,,,,False,False,True,False,False
61,Schenker,Schenker_image.png,NONE,Schenker,1882,,,,,,,,,,,,,,,,Schenker ist ein international tätiges Logistikunternehmen mit Schwerpunkt auf Transport- und Lagerlösungen. Das Unternehmen wurde 1882 gegründet und hat sich im Laufe der Jahre zu einem der führenden Anbieter in der Logistikbranche entwickelt. Schenker bietet maßgeschneiderte Dienstleistungen für verschiedene Branchen und ist bekannt für seine Effizienz und Zuverlässigkeit.,Max Mustermann,,,,,,,,,,,,False,False,False,False,False
62,SEFE,SEFE_image.png,NONE,SEFE,2005,,,,,,,,,,,,,,,,"SEFE ist ein Unternehmen, das sich auf erneuerbare Energien spezialisiert hat. Gegründet im Jahr 2005, hat sich das Unternehmen auf die Entwicklung und Implementierung von innovativen Energielösungen konzentriert. SEFE hat eine starke Marktposition im Bereich der alternativen Energiequellen und setzt sich für eine nachhaltige Zukunft ein.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
63,Wintershall Dea,Wintershall_Dea_image.png,NONE,Wintershall Dea,1894,,,,,,,,,,,,,,,,"Wintershall Dea ist ein deutsches Energieunternehmen, das sich auf die Exploration und Produktion von Erdöl und Erdgas konzentriert. Das Unternehmen hat eine lange Geschichte in der Branche und ist bekannt für seine starke Marktposition in Europa. Wintershall Dea ist einer der führenden Produzenten von Erdöl und Erdgas in Deutschland und hat auch internationale Aktivitäten. Das Unternehmen legt Wert auf Nachhaltigkeit und Innovation in seinen Geschäftspraktiken.",Mario Mehren,,,,,,,,,,,,False,False,False,False,False
64,Aurubis,Aurubis_image.png,N/A,Aurubis AG,1866,,,,,,,,,,,,,,,,"Die Aurubis AG ist ein deutsches Unternehmen und einer der größten Kupferproduzenten Europas. Das Unternehmen hat eine lange Geschichte, die bis ins Jahr 1866 zurückreicht. Aurubis ist in der Metallindustrie tätig und hat eine starke Marktposition in der Produktion von Kupfer und Kupferprodukten. Zu den wichtigen Fakten gehören die hohe Qualität der Produkte, die Innovationskraft und die internationale Präsenz.",Roland Harings,,,,,,,,,,,,False,False,True,False,False
65,Evonik,Evonik_image.png,NONE,Evonik Industries AG,2007,,,,,,,,,,,,,,,,"Evonik Industries AG ist ein deutsches Spezialchemieunternehmen mit Sitz in Essen. Das Unternehmen ist in den Bereichen Spezialchemie, Energie und Immobilien tätig. Evonik ist weltweit führend in der Herstellung von Spezialchemikalien und Polymeren. Das Unternehmen wurde 2007 gegründet und hat sich seitdem zu einem wichtigen Akteur in der Chemiebranche entwickelt.",Christian Kullmann,,,,,,,,,,,,False,False,False,False,False
66,Covestro,Covestro_image.png,CVV,Covestro AG,2015,,,,,,,,,,,,,,,,"Covestro ist ein weltweit führender Hersteller von Hightech-Polymerwerkstoffen. Das Unternehmen entstand 2015 als eigenständige Firma aus dem Bayer-Konzern. Covestro bietet innovative Materiallösungen für zahlreiche Branchen, darunter Automobil, Bau, Elektronik und Möbel. Mit einer starken Marktposition und Fokus auf Nachhaltigkeit ist Covestro ein wichtiger Akteur in der Kunststoffindustrie.",Dr. Markus Steilemann,,,,,,,,,,,,False,False,False,False,False
67,Hapag-Lloyd,Hapag-Lloyd_image.png,HL,Hapag-Lloyd AG,1970,,,,,,,,,,,,,,,,"Hapag-Lloyd ist ein deutsches Unternehmen, das zu den weltweit führenden Containerreedereien gehört. Das Unternehmen wurde 1970 gegründet und hat sich seitdem zu einem wichtigen Akteur im internationalen Seetransport entwickelt. Hapag-Lloyd ist bekannt für seine zuverlässigen Dienstleistungen, moderne Flotte und globale Präsenz. Das Unternehmen bedient Kunden in verschiedenen Branchen und ist für seine Innovationskraft und Nachhaltigkeitsbemühungen bekannt.",Rolf Habben Jansen,,,,,,,,,,,,False,False,True,False,False
68,Aldi Süd,Aldi_Süd_image.png,NONE,Aldi Süd,1913,,,,,,,,,,,,,,,,"Aldi Süd ist ein international tätiger Discounter mit Hauptsitz in Deutschland. Das Unternehmen wurde 1913 von den Brüdern Karl und Theo Albrecht gegründet. Aldi Süd ist bekannt für sein schlichtes Sortiment, günstige Preise und einzigartiges Einkaufserlebnis. Mit einer starken Marktposition ist Aldi Süd einer der führenden Discounter weltweit.",Julian Lienhardt,,,,,,,,,,,,False,False,False,False,False
69,Biontech,Biontech_image.png,NONE,Biontech SE,2008,,,,,,,,,,,,,,,,"Biontech SE ist ein deutsches biotechnologisches Unternehmen, das sich auf die Entwicklung von Immuntherapien gegen Krebs und andere schwere Krankheiten spezialisiert hat. Das Unternehmen wurde im Jahr 2008 gegründet und hat sich seitdem zu einem führenden Akteur in der mRNA-Technologie entwickelt. Biontech ist bekannt für seine Zusammenarbeit mit Pfizer bei der Entwicklung eines COVID-19-Impfstoffs, der weltweit eingesetzt wird.",Dr. Ugur Sahin,,,,,,,,,,,2019-10-10T00:00:00,False,False,True,False,False
70,Eurofactor,Eurofactor_image.png,NONE,Eurofactor,1990,,,,,,,,,,,,,,,,"Eurofactor ist ein Finanzdienstleistungsunternehmen, das sich auf Factoring und Finanzierungslösungen für Unternehmen spezialisiert hat. Das Unternehmen wurde 1990 gegründet und hat sich seitdem zu einem führenden Anbieter in der Branche entwickelt. Eurofactor bietet maßgeschneiderte Finanzierungslösungen für Unternehmen aller Größenordnungen an und ist bekannt für seine Zuverlässigkeit und Expertise.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
71,ExxonMobil,ExxonMobil_image.png,XOM,Exxon Mobil Corporation,1870,,,,,,,,,,,,,,,,"Exxon Mobil Corporation ist ein multinationales Energieunternehmen mit Hauptsitz in den USA. Das Unternehmen ist in der Exploration, Förderung, Verarbeitung und Vermarktung von Erdöl- und Erdgasprodukten tätig. Exxon Mobil hat eine lange Geschichte in der Ölindustrie und zählt zu den größten integrierten Öl- und Gasunternehmen der Welt. Das Unternehmen ist bekannt für seine Beteiligung an verschiedenen Energieprojekten und seine globale Marktposition.",Darren W. Woods,,,,,,,,,,,,False,False,True,False,False
72,Tennet,Tennet_image.png,NONE,Tennet,1979,,,,,,,,,,,,,,,,"Tennet ist ein führender Übertragungsnetzbetreiber in Europa, der sich auf die Entwicklung und den Betrieb von Stromnetzen spezialisiert hat. Das Unternehmen spielt eine wichtige Rolle bei der Integration erneuerbarer Energien und der Gewährleistung einer sicheren Stromversorgung. Tennet wurde 1979 gegründet und hat sich seitdem als zuverlässiger Partner in der Energiebranche etabliert.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
73,TUI,TUI_image.png,TUI,TUI Group,1923,,,,,,,,,,,,,,,,"Die TUI Group ist ein international tätiges Touristikunternehmen mit Hauptsitz in Deutschland. Das Unternehmen ist einer der weltweit führenden Anbieter von Reiseerlebnissen und touristischen Dienstleistungen. Die Geschichte der TUI reicht bis ins Jahr 1923 zurück, als das Unternehmen gegründet wurde. Mit einer starken Marktposition und einem breiten Angebot an Reisezielen und Services ist die TUI ein wichtiger Akteur in der globalen Reisebranche.",,,,,,,,,,,,,False,False,False,False,False
74,Schaeffler,Schaeffler_image.png,SHA,Schaeffler AG,1946,,,,,,,,,,,,,,,,"Die Schaeffler AG ist ein deutsches Unternehmen, das sich auf die Entwicklung und Herstellung von Wälzlagern und Antriebssystemen spezialisiert hat. Das Unternehmen wurde 1946 gegründet und hat sich zu einem weltweit führenden Anbieter in der Automobil- und Industriebranche entwickelt. Schaeffler ist bekannt für seine innovativen Technologien, seine starke Marktposition und seine langjährige Tradition in der Branche.",Klaus Rosenfeld,,,,,,,,,,,,False,False,True,False,False
75,Lekkerland,Lekkerland_image.png,NONE,Lekkerland,1976,,,,,,,,,,,,,,,,"Lekkerland ist ein führender Großhändler und Dienstleister im Bereich Convenience-Produkte und beliefert Tankstellen, Kioske und andere Einzelhändler. Das Unternehmen wurde 1976 gegründet und hat sich durch innovative Lösungen und erstklassigen Service eine starke Marktposition erarbeitet.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
76,Marquard & Bahls,Marquard_&_Bahls_image.png,NONE,Marquard & Bahls,1947,,,,,,,,,,,,,,,,"Marquard & Bahls ist ein international tätiges Unternehmen mit Schwerpunkt auf Handel, Logistik und Vertrieb von Energieprodukten. Gegründet im Jahr 1947, hat sich das Unternehmen zu einem wichtigen Akteur in der Branche entwickelt. Mit einer starken Marktposition und einem breiten Netzwerk ist Marquard & Bahls bekannt für seine Zuverlässigkeit und Innovation. Das Unternehmen bietet eine Vielzahl von Dienstleistungen entlang der gesamten Wertschöpfungskette von Energieprodukten an.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
77,Knauf,Knauf_image.png,NONE,Knauf,1887,,,,,,,,,,,,,,,,"Knauf ist ein international tätiges Familienunternehmen, das sich auf Baustoffe spezialisiert hat. Gegründet im Jahr 1887, ist Knauf heute einer der weltweit führenden Hersteller von Baustoffen und Bauprodukten. Das Unternehmen hat eine starke Marktposition in der Baubranche und ist bekannt für seine Innovationskraft und Qualität. Knauf bietet eine breite Palette von Baustoffen an, darunter Gipsplatten, Dämmstoffe, Putze und Spachtelmassen.",Manfred Grundke,,,,,,,,,,,,False,False,False,False,False
78,MAN Truck & Bus,MAN_Truck_&_Bus_image.png,NONE,MAN Truck & Bus,1758,,,,,,,,,,,,,,,,"MAN Truck & Bus ist ein international führender Anbieter von Nutzfahrzeugen und Transportlösungen. Das Unternehmen hat eine lange Geschichte, die bis ins Jahr 1758 zurückreicht. Mit einer starken Marktposition und innovativen Produkten ist MAN Truck & Bus ein wichtiger Akteur in der Branche.",Joachim Drees,,,,,,,,,,,,False,False,False,False,False
79,BSH,BSH_image.png,BSH,BSH Hausgeräte GmbH,1967,,,,,,,,,,,,,,,,"BSH Hausgeräte GmbH ist ein deutscher Hersteller von Haushaltsgeräten mit Hauptsitz in München. Das Unternehmen ist bekannt für seine Marken wie Bosch, Siemens, Neff und Gaggenau. BSH ist einer der weltweit größten Hersteller von Hausgeräten und bietet eine breite Palette von Produkten für Küche und Haushalt an.",Dr. Karsten Ottenberg,,,,,,,,,,,,False,False,False,False,False
80,Total Energies,Total_Energies_image.png,TTE,Total Energies,1924,,,,,,,,,,,,,,,,"Total Energies ist ein französisches multinationales Energieunternehmen, das sich auf die Produktion, Raffination, Vertrieb und Vermarktung von Öl, Gas, erneuerbaren Energien und anderen Energielösungen spezialisiert hat. Das Unternehmen hat eine lange Geschichte in der Energiebranche und ist einer der weltweit führenden Akteure in diesem Bereich. Total Energies ist bekannt für seine Innovationskraft, sein Engagement für Nachhaltigkeit und seine globale Präsenz.",Patrick Pouyanné,,,,,,,,,,,,False,False,True,False,False
81,Ford,Ford_image.png,F,Ford Motor Company,1903,,,,,,,,,,,,,,,,"Die Ford Motor Company ist ein US-amerikanischer Automobilhersteller mit Sitz in Dearborn, Michigan. Das Unternehmen wurde von Henry Ford gegründet und ist bekannt für seine Autos, Lastwagen und Nutzfahrzeuge. Ford hat eine lange Geschichte in der Automobilbranche und ist einer der führenden Hersteller in den USA. Zu den wichtigen Fakten gehören die Einführung des Fließbandes zur Massenproduktion und die Einführung des Ford Mustangs. Heute ist Ford global präsent und konzentriert sich auch auf Elektrofahrzeuge und Mobilitätslösungen.",Jim Farley,,,,,,,,,,,,False,False,True,False,False
82,Amprion,Amprion_image.png,NONE,Amprion,2003,,,,,,,,,,,,,,,,"Amprion ist ein deutscher Übertragungsnetzbetreiber mit Sitz in Dortmund. Das Unternehmen betreibt eines der größten Stromübertragungsnetze in Europa und spielt eine wichtige Rolle bei der Sicherstellung der Stromversorgung in Deutschland. Amprion wurde im Jahr 2003 gegründet und ist Teil der europäischen Strominfrastruktur. Das Unternehmen ist bekannt für seine Zuverlässigkeit, Innovation und Engagement für die Energiewende.",Unbekannt,,,,,,,,,,,,False,False,False,False,False
